account,date,fraud,merchant
A72,2015-01-01,False,M93
A74,2015-01-01,False,M31
A74,2015-01-01,False,M97
A75,2015-01-01,False,M60
A75,2015-01-01,False,M52
A75,2015-01-01,False,M67
A76,2015-01-01,False,M49
A76,2015-01-01,False,M91
A76,2015-01-01,False,M60
A77,2015-01-01,False,M73
A77,2015-01-01,False,M17
A77,2015-01-01,False,M95
A77,2015-01-01,False,M65
A78,2015-01-01,False,M48
A79,2015-01-01,False,M14
A79,2015-01-01,False,M85
A79,2015-01-01,False,M39
A79,2015-01-01,False,M20
A80,2015-01-01,False,M61
A80,2015-01-01,False,M96
A80,2015-01-01,False,M85
A80,2015-01-01,False,M44
A80,2015-01-01,False,M9
A81,2015-01-01,False,M49
A81,2015-01-01,True,M69
A81,2015-01-01,False,M47
A81,2015-01-01,False,M90
A82,2015-01-01,False,M61
A82,2015-01-01,False,M56
A83,2015-01-01,False,M89
A83,2015-01-01,False,M97
A84,2015-01-01,False,M37
A85,2015-01-01,False,M50
A86,2015-01-01,False,M51
A86,2015-01-01,False,M84
A86,2015-01-01,False,M6
A86,2015-01-01,False,M11
A86,2015-01-01,False,M88
A86,2015-01-01,False,M96
A86,2015-01-01,False,M44
A88,2015-01-01,False,M44
A88,2015-01-01,False,M86
A88,2015-01-01,False,M83
A88,2015-01-01,False,M95
A88,2015-01-01,False,M37
A89,2015-01-01,False,M36
A89,2015-01-01,False,M41
A89,2015-01-01,False,M33
A91,2015-01-01,False,M85
A92,2015-01-01,False,M56
A92,2015-01-01,False,M81
A92,2015-01-01,False,M30
A93,2015-01-01,False,M50
A93,2015-01-01,False,M18
A93,2015-01-01,False,M84
A94,2015-01-01,False,M81
A94,2015-01-01,False,M29
A94,2015-01-01,False,M36
A94,2015-01-01,False,M62
A94,2015-01-01,False,M71
A94,2015-01-01,False,M35
A95,2015-01-01,False,M43
A95,2015-01-01,False,M48
A96,2015-01-01,False,M71
A96,2015-01-01,False,M36
A96,2015-01-01,False,M92
A97,2015-01-01,False,M90
A98,2015-01-01,False,M51
A98,2015-01-01,False,M42
A98,2015-01-01,False,M44
A98,2015-01-01,False,M54
A99,2015-01-01,False,M23
A100,2015-01-01,False,M16
A100,2015-01-01,False,M10
A100,2015-01-01,False,M25
A100,2015-01-01,False,M71
A100,2015-01-01,False,M70
A100,2015-01-01,False,M90
A101,2015-01-01,False,M39
A101,2015-01-01,False,M12
A101,2015-01-01,False,M82
A101,2015-01-01,False,M96
A101,2015-01-01,False,M70
A102,2015-01-01,False,M5
A102,2015-01-01,False,M93
A102,2015-01-01,False,M8
A102,2015-01-01,False,M58
A102,2015-01-01,False,M94
A104,2015-01-01,False,M73
A104,2015-01-01,False,M69
A105,2015-01-01,False,M95
A105,2015-01-01,False,M99
A105,2015-01-01,False,M11
A105,2015-01-01,False,M55
A106,2015-01-01,False,M13
A106,2015-01-01,False,M78
A106,2015-01-01,False,M58
A106,2015-01-01,False,M23
A107,2015-01-01,False,M90
A107,2015-01-01,False,M7
A107,2015-01-01,False,M83
A107,2015-01-01,False,M69
A107,2015-01-01,False,M43
A107,2015-01-01,False,M95
A108,2015-01-01,False,M11
A108,2015-01-01,False,M93
A108,2015-01-01,False,M78
A109,2015-01-01,False,M32
A109,2015-01-01,False,M49
A109,2015-01-01,False,M50
A110,2015-01-01,False,M1
A110,2015-01-01,False,M23
A110,2015-01-01,False,M0
A110,2015-01-01,False,M53
A111,2015-01-01,False,M85
A111,2015-01-01,False,M39
A112,2015-01-01,False,M18
A112,2015-01-01,False,M7
A112,2015-01-01,False,M12
A113,2015-01-01,False,M90
A114,2015-01-01,False,M36
A114,2015-01-01,False,M95
A114,2015-01-01,False,M24
A115,2015-01-01,False,M88
A115,2015-01-01,False,M74
A115,2015-01-01,False,M98
A115,2015-01-01,False,M44
A116,2015-01-01,False,M86
A116,2015-01-01,False,M87
A116,2015-01-01,False,M89
A116,2015-01-01,False,M95
A117,2015-01-01,False,M38
A117,2015-01-01,False,M8
A117,2015-01-01,False,M70
A117,2015-01-01,False,M48
A118,2015-01-01,False,M4
A118,2015-01-01,False,M93
A118,2015-01-01,False,M67
A118,2015-01-01,False,M98
A119,2015-01-01,False,M96
A119,2015-01-01,False,M93
A119,2015-01-01,False,M70
A119,2015-01-01,False,M58
A120,2015-01-01,False,M21
A120,2015-01-01,False,M2
A121,2015-01-01,False,M3
A122,2015-01-01,False,M62
A122,2015-01-01,False,M80
A122,2015-01-01,False,M46
A123,2015-01-01,False,M94
A123,2015-01-01,False,M13
A124,2015-01-01,False,M80
A124,2015-01-01,False,M20
A124,2015-01-01,False,M59
A124,2015-01-01,False,M54
A124,2015-01-01,False,M96
A125,2015-01-01,False,M86
A125,2015-01-01,False,M32
A125,2015-01-01,False,M24
A126,2015-01-01,False,M13
A126,2015-01-01,False,M26
A126,2015-01-01,False,M66
A127,2015-01-01,False,M24
A127,2015-01-01,False,M51
A127,2015-01-01,False,M63
A128,2015-01-01,False,M5
A128,2015-01-01,False,M45
A128,2015-01-01,False,M46
A128,2015-01-01,False,M4
A129,2015-01-01,False,M22
A129,2015-01-01,False,M1
A130,2015-01-01,False,M35
A130,2015-01-01,False,M86
A130,2015-01-01,False,M80
A131,2015-01-01,False,M68
A131,2015-01-01,False,M36
A131,2015-01-01,False,M19
A131,2015-01-01,False,M94
A131,2015-01-01,False,M90
A132,2015-01-01,False,M79
A133,2015-01-01,False,M31
A133,2015-01-01,True,M81
A133,2015-01-01,False,M74
A133,2015-01-01,False,M77
A133,2015-01-01,False,M23
A134,2015-01-01,False,M37
A134,2015-01-01,False,M30
A134,2015-01-01,False,M4
A134,2015-01-01,False,M40
A134,2015-01-01,False,M23
A135,2015-01-01,False,M37
A136,2015-01-01,False,M73
A136,2015-01-01,False,M62
A136,2015-01-01,False,M46
A136,2015-01-01,False,M10
A137,2015-01-01,False,M31
A137,2015-01-01,False,M54
A137,2015-01-01,False,M82
A137,2015-01-01,False,M12
A137,2015-01-01,True,M80
A139,2015-01-01,False,M22
A140,2015-01-01,False,M4
A140,2015-01-01,False,M79
A140,2015-01-01,False,M87
A140,2015-01-01,False,M61
A141,2015-01-01,False,M70
A141,2015-01-01,False,M93
A141,2015-01-01,False,M83
A141,2015-01-01,False,M67
A142,2015-01-01,False,M3
A142,2015-01-01,False,M52
A142,2015-01-01,False,M9
A143,2015-01-01,False,M24
A143,2015-01-01,False,M42
A143,2015-01-01,False,M24
A143,2015-01-01,False,M41
A144,2015-01-01,False,M21
A144,2015-01-01,False,M58
A144,2015-01-01,False,M62
A144,2015-01-01,False,M53
A144,2015-01-01,False,M60
A145,2015-01-01,False,M44
A146,2015-01-01,False,M95
A146,2015-01-01,False,M63
A146,2015-01-01,False,M16
A146,2015-01-01,False,M69
A146,2015-01-01,False,M69
A147,2015-01-01,False,M33
A147,2015-01-01,False,M91
A147,2015-01-01,True,M23
A148,2015-01-01,False,M65
A148,2015-01-01,False,M67
A148,2015-01-01,False,M86
A148,2015-01-01,False,M16
A148,2015-01-01,False,M85
A148,2015-01-01,False,M36
A149,2015-01-01,False,M75
A149,2015-01-01,False,M40
A150,2015-01-01,False,M34
A151,2015-01-01,False,M33
A151,2015-01-01,False,M76
A151,2015-01-01,False,M91
A151,2015-01-01,False,M67
A152,2015-01-01,False,M90
A152,2015-01-01,False,M76
A153,2015-01-01,False,M14
A153,2015-01-01,False,M59
A153,2015-01-01,False,M81
A153,2015-01-01,False,M34
A154,2015-01-01,False,M22
A154,2015-01-01,False,M69
A154,2015-01-01,False,M9
A154,2015-01-01,False,M77
A154,2015-01-01,False,M71
A155,2015-01-01,False,M71
A155,2015-01-01,False,M67
A155,2015-01-01,False,M11
A155,2015-01-01,False,M30
A155,2015-01-01,False,M58
A155,2015-01-01,False,M80
A155,2015-01-01,False,M13
A155,2015-01-01,False,M0
A155,2015-01-01,False,M31
A155,2015-01-01,False,M2
A156,2015-01-01,False,M80
A156,2015-01-01,False,M6
A156,2015-01-01,False,M23
A156,2015-01-01,False,M60
A156,2015-01-01,False,M39
A157,2015-01-01,False,M26
A157,2015-01-01,False,M24
A157,2015-01-01,False,M38
A157,2015-01-01,False,M57
A158,2015-01-01,False,M79
A159,2015-01-01,False,M12
A159,2015-01-01,False,M52
A160,2015-01-01,False,M7
A160,2015-01-01,False,M70
A161,2015-01-01,False,M76
A161,2015-01-01,False,M6
A161,2015-01-01,False,M5
A161,2015-01-01,False,M60
A162,2015-01-01,False,M76
A162,2015-01-01,False,M27
A162,2015-01-01,False,M17
A163,2015-01-01,False,M24
A163,2015-01-01,False,M39
A163,2015-01-01,False,M12
A163,2015-01-01,False,M98
A163,2015-01-01,False,M51
A166,2015-01-01,False,M91
A166,2015-01-01,False,M71
A167,2015-01-01,False,M78
A167,2015-01-01,False,M52
A168,2015-01-01,False,M49
A168,2015-01-01,False,M64
A168,2015-01-01,False,M54
A168,2015-01-01,False,M6
A168,2015-01-01,False,M93
A169,2015-01-01,False,M65
A169,2015-01-01,False,M4
A169,2015-01-01,False,M13
A169,2015-01-01,False,M35
A170,2015-01-01,False,M26
A170,2015-01-01,False,M23
A171,2015-01-01,False,M64
A171,2015-01-01,False,M86
A171,2015-01-01,False,M37
A172,2015-01-01,False,M26
A173,2015-01-01,False,M58
A173,2015-01-01,True,M78
A173,2015-01-01,False,M3
A173,2015-01-01,False,M32
A173,2015-01-01,False,M89
A173,2015-01-01,False,M98
A173,2015-01-01,False,M59
A173,2015-01-01,False,M90
A173,2015-01-01,False,M47
A174,2015-01-01,False,M36
A174,2015-01-01,False,M48
A175,2015-01-01,False,M65
A176,2015-01-01,False,M1
A176,2015-01-01,False,M46
A176,2015-01-01,False,M18
A176,2015-01-01,False,M14
A176,2015-01-01,False,M48
A176,2015-01-01,False,M32
A177,2015-01-01,False,M11
A177,2015-01-01,False,M4
A177,2015-01-01,False,M89
A177,2015-01-01,False,M14
A178,2015-01-01,False,M25
A178,2015-01-01,False,M30
A178,2015-01-01,False,M24
A178,2015-01-01,False,M82
A178,2015-01-01,False,M40
A178,2015-01-01,False,M98
A179,2015-01-01,False,M36
A179,2015-01-01,False,M78
A179,2015-01-01,False,M33
A179,2015-01-01,False,M88
A179,2015-01-01,False,M11
A179,2015-01-01,False,M30
A180,2015-01-01,False,M6
A180,2015-01-01,False,M28
A180,2015-01-01,False,M87
A180,2015-01-01,False,M26
A180,2015-01-01,False,M87
A180,2015-01-01,False,M7
A182,2015-01-01,False,M98
A182,2015-01-01,False,M25
A182,2015-01-01,False,M89
A182,2015-01-01,False,M61
A182,2015-01-01,False,M36
A183,2015-01-01,False,M98
A183,2015-01-01,False,M62
A184,2015-01-01,False,M32
A184,2015-01-01,False,M39
A184,2015-01-01,False,M98
A184,2015-01-01,False,M31
A185,2015-01-01,False,M15
A185,2015-01-01,False,M36
A185,2015-01-01,False,M7
A186,2015-01-01,False,M28
A186,2015-01-01,False,M92
A186,2015-01-01,False,M23
A186,2015-01-01,False,M54
A186,2015-01-01,False,M55
A187,2015-01-01,False,M7
A187,2015-01-01,False,M49
A188,2015-01-01,False,M28
A188,2015-01-01,False,M72
A188,2015-01-01,False,M97
A188,2015-01-01,False,M46
A189,2015-01-01,False,M15
A189,2015-01-01,False,M82
A189,2015-01-01,False,M90
A189,2015-01-01,False,M74
A189,2015-01-01,False,M93
A189,2015-01-01,False,M8
A189,2015-01-01,False,M11
A190,2015-01-01,False,M34
A190,2015-01-01,False,M6
A191,2015-01-01,False,M40
A191,2015-01-01,False,M86
A192,2015-01-01,False,M31
A192,2015-01-01,False,M44
A193,2015-01-01,False,M6
A193,2015-01-01,False,M54
A194,2015-01-01,False,M46
A194,2015-01-01,False,M45
A194,2015-01-01,False,M86
A194,2015-01-01,False,M22
A195,2015-01-01,False,M73
A195,2015-01-01,False,M87
A196,2015-01-01,False,M82
A196,2015-01-01,False,M40
A196,2015-01-01,False,M5
A196,2015-01-01,False,M93
A196,2015-01-01,False,M19
A197,2015-01-01,False,M18
A198,2015-01-01,False,M93
A199,2015-01-01,False,M10
A200,2015-01-01,False,M96
A200,2015-01-01,False,M96
A200,2015-01-01,False,M64
A200,2015-01-01,False,M94
A200,2015-01-01,False,M64
A200,2015-01-01,False,M72
A201,2015-01-01,False,M69
A201,2015-01-01,False,M55
A202,2015-01-01,False,M56
A202,2015-01-01,False,M20
A202,2015-01-01,False,M86
A202,2015-01-01,False,M35
A202,2015-01-01,False,M44
A202,2015-01-01,False,M24
A203,2015-01-01,False,M33
A204,2015-01-01,True,M79
A205,2015-01-01,False,M52
A205,2015-01-01,False,M34
A205,2015-01-01,False,M26
A206,2015-01-01,False,M52
A207,2015-01-01,False,M5
A207,2015-01-01,False,M1
A208,2015-01-01,False,M68
A209,2015-01-01,False,M81
A210,2015-01-01,False,M67
A210,2015-01-01,False,M6
A210,2015-01-01,False,M55
A210,2015-01-01,False,M37
A211,2015-01-01,False,M70
A211,2015-01-01,False,M78
A211,2015-01-01,False,M95
A212,2015-01-01,False,M7
A213,2015-01-01,False,M28
A214,2015-01-01,False,M7
A214,2015-01-01,False,M37
A214,2015-01-01,False,M40
A214,2015-01-01,False,M21
A214,2015-01-01,False,M23
A214,2015-01-01,False,M34
A214,2015-01-01,False,M47
A214,2015-01-01,False,M9
A214,2015-01-01,False,M96
A215,2015-01-01,False,M45
A215,2015-01-01,False,M39
A215,2015-01-01,False,M98
A216,2015-01-01,False,M32
A216,2015-01-01,False,M49
A217,2015-01-01,False,M5
A218,2015-01-01,False,M38
A218,2015-01-01,True,M70
A218,2015-01-01,False,M18
A219,2015-01-01,False,M38
A219,2015-01-01,False,M63
A219,2015-01-01,False,M25
A220,2015-01-01,False,M86
A220,2015-01-01,False,M48
A221,2015-01-01,False,M76
A221,2015-01-01,False,M79
A221,2015-01-01,False,M22
A221,2015-01-01,False,M53
A221,2015-01-01,True,M31
A222,2015-01-01,False,M81
A222,2015-01-01,False,M29
A222,2015-01-01,False,M17
A222,2015-01-01,False,M47
A223,2015-01-01,False,M55
A223,2015-01-01,False,M91
A223,2015-01-01,False,M82
A223,2015-01-01,False,M51
A223,2015-01-01,False,M5
A224,2015-01-01,False,M9
A224,2015-01-01,False,M38
A224,2015-01-01,False,M13
A224,2015-01-01,False,M56
A225,2015-01-01,False,M60
A225,2015-01-01,False,M76
A226,2015-01-01,False,M16
A226,2015-01-01,False,M8
A227,2015-01-01,False,M72
A227,2015-01-01,False,M67
A228,2015-01-01,False,M85
A228,2015-01-01,False,M5
A228,2015-01-01,False,M82
A229,2015-01-01,False,M28
A229,2015-01-01,False,M64
A229,2015-01-01,False,M53
A229,2015-01-01,False,M1
A229,2015-01-01,False,M10
A229,2015-01-01,False,M79
A230,2015-01-01,False,M94
A230,2015-01-01,False,M78
A230,2015-01-01,True,M88
A231,2015-01-01,False,M82
A231,2015-01-01,False,M27
A231,2015-01-01,False,M54
A231,2015-01-01,False,M69
A232,2015-01-01,False,M94
A232,2015-01-01,False,M15
A232,2015-01-01,False,M58
A233,2015-01-01,False,M87
A233,2015-01-01,False,M96
A233,2015-01-01,False,M77
A233,2015-01-01,False,M43
A233,2015-01-01,False,M73
A234,2015-01-01,False,M72
A234,2015-01-01,False,M88
A234,2015-01-01,False,M25
A234,2015-01-01,False,M50
A235,2015-01-01,False,M86
A235,2015-01-01,False,M12
A235,2015-01-01,False,M50
A236,2015-01-01,False,M25
A236,2015-01-01,False,M36
A236,2015-01-01,False,M8
A236,2015-01-01,False,M65
A237,2015-01-01,False,M92
A238,2015-01-01,False,M25
A238,2015-01-01,False,M61
A238,2015-01-01,False,M13
A239,2015-01-01,False,M59
A239,2015-01-01,False,M38
A239,2015-01-01,False,M92
A239,2015-01-01,False,M51
A239,2015-01-01,False,M9
A240,2015-01-01,False,M83
A240,2015-01-01,False,M95
A240,2015-01-01,False,M55
A240,2015-01-01,False,M80
A241,2015-01-01,False,M45
A241,2015-01-01,False,M15
A241,2015-01-01,False,M50
A241,2015-01-01,False,M50
A242,2015-01-01,False,M4
A242,2015-01-01,False,M50
A243,2015-01-01,False,M41
A244,2015-01-01,False,M25
A245,2015-01-01,False,M86
A245,2015-01-01,False,M92
A245,2015-01-01,False,M72
A246,2015-01-01,False,M89
A247,2015-01-01,False,M42
A247,2015-01-01,False,M37
A248,2015-01-01,False,M69
A248,2015-01-01,False,M4
A248,2015-01-01,False,M82
A248,2015-01-01,False,M14
A249,2015-01-01,False,M70
A249,2015-01-01,False,M2
A249,2015-01-01,False,M32
A249,2015-01-01,False,M52
A249,2015-01-01,False,M91
A250,2015-01-01,False,M13
A250,2015-01-01,False,M87
A250,2015-01-01,False,M87
A251,2015-01-01,False,M43
A251,2015-01-01,False,M49
A251,2015-01-01,False,M25
A251,2015-01-01,False,M51
A251,2015-01-01,False,M54
A251,2015-01-01,False,M5
A251,2015-01-01,True,M40
A252,2015-01-01,False,M66
A252,2015-01-01,False,M50
A253,2015-01-01,False,M73
A253,2015-01-01,False,M64
A253,2015-01-01,False,M75
A253,2015-01-01,False,M15
A254,2015-01-01,False,M87
A254,2015-01-01,False,M23
A254,2015-01-01,False,M31
A254,2015-01-01,False,M35
A255,2015-01-01,False,M55
A255,2015-01-01,False,M89
A255,2015-01-01,False,M85
A255,2015-01-01,False,M45
A256,2015-01-01,False,M80
A256,2015-01-01,False,M35
A256,2015-01-01,False,M43
A257,2015-01-01,False,M22
A257,2015-01-01,False,M35
A257,2015-01-01,False,M75
A257,2015-01-01,False,M37
A258,2015-01-01,False,M51
A258,2015-01-01,False,M92
A258,2015-01-01,False,M10
A258,2015-01-01,False,M62
A258,2015-01-01,False,M78
A259,2015-01-01,False,M97
A259,2015-01-01,False,M53
A260,2015-01-01,False,M56
A260,2015-01-01,False,M24
A261,2015-01-01,False,M10
A261,2015-01-01,False,M31
A261,2015-01-01,False,M59
A261,2015-01-01,False,M44
A261,2015-01-01,False,M97
A261,2015-01-01,False,M87
A261,2015-01-01,False,M45
A261,2015-01-01,False,M52
A261,2015-01-01,False,M40
A262,2015-01-01,False,M12
A262,2015-01-01,False,M16
A262,2015-01-01,False,M91
A262,2015-01-01,False,M73
A262,2015-01-01,False,M10
A263,2015-01-01,False,M20
A263,2015-01-01,False,M39
A263,2015-01-01,False,M63
A263,2015-01-01,False,M61
A263,2015-01-01,False,M23
A263,2015-01-01,False,M72
A263,2015-01-01,False,M61
A264,2015-01-01,False,M12
A264,2015-01-01,False,M10
A264,2015-01-01,False,M45
A265,2015-01-01,False,M4
A265,2015-01-01,False,M82
A266,2015-01-01,False,M17
A266,2015-01-01,False,M94
A266,2015-01-01,False,M62
A267,2015-01-01,False,M39
A267,2015-01-01,False,M82
A268,2015-01-01,False,M63
A268,2015-01-01,False,M20
A268,2015-01-01,False,M59
A268,2015-01-01,False,M50
A269,2015-01-01,False,M87
A269,2015-01-01,False,M90
A269,2015-01-01,False,M21
A269,2015-01-01,False,M63
A269,2015-01-01,False,M68
A269,2015-01-01,False,M96
A270,2015-01-01,False,M65
A270,2015-01-01,False,M85
A270,2015-01-01,False,M85
A271,2015-01-01,False,M11
A271,2015-01-01,False,M82
A271,2015-01-01,False,M92
A271,2015-01-01,False,M82
A271,2015-01-01,False,M88
A271,2015-01-01,False,M15
A272,2015-01-01,False,M18
A272,2015-01-01,False,M14
A272,2015-01-01,False,M82
A273,2015-01-01,True,M67
A273,2015-01-01,False,M27
A274,2015-01-01,False,M58
A274,2015-01-01,False,M60
A276,2015-01-01,False,M73
A276,2015-01-01,False,M68
A277,2015-01-01,False,M24
A277,2015-01-01,False,M18
A278,2015-01-01,False,M33
A280,2015-01-01,False,M80
A280,2015-01-01,False,M81
A280,2015-01-01,False,M37
A280,2015-01-01,False,M58
A280,2015-01-01,False,M81
A281,2015-01-01,False,M88
A281,2015-01-01,False,M50
A281,2015-01-01,False,M2
A281,2015-01-01,False,M56
A281,2015-01-01,False,M58
A281,2015-01-01,False,M57
A281,2015-01-01,False,M8
A283,2015-01-01,False,M3
A283,2015-01-01,False,M81
A283,2015-01-01,False,M61
A284,2015-01-01,False,M66
A284,2015-01-01,False,M79
A284,2015-01-01,False,M70
A284,2015-01-01,False,M48
A284,2015-01-01,False,M0
A285,2015-01-01,False,M98
A286,2015-01-01,False,M43
A286,2015-01-01,False,M0
A286,2015-01-01,False,M17
A286,2015-01-01,False,M9
A287,2015-01-01,False,M65
A287,2015-01-01,False,M92
A288,2015-01-01,False,M5
A288,2015-01-01,False,M53
A288,2015-01-01,False,M60
A288,2015-01-01,False,M34
A288,2015-01-01,False,M14
A289,2015-01-01,False,M83
A289,2015-01-01,False,M95
A289,2015-01-01,False,M54
A289,2015-01-01,False,M56
